# n actual freq dirichlet
50 0.008 0.01177088379 0.01301138037
100 0.008 0.0131388464 0.01381283977
200 0.008 0.00879927279 0.009176447521
500 0.008 0.007024298054 0.007200181
1000 0.008 0.007612943062 0.0076937265
2000 0.008 0.008061932727 0.008105386382
4000 0.008 0.008662757737 0.008682878237
6000 0.008 0.008165237322 0.008179203538
8000 0.008 0.007874241804 0.007884858951
