# n actual freq dirichlet
50 0.008 0.02787646295 0.01301138037
100 0.008 0.02776539253 0.01381283977
200 0.008 0.02640637747 0.009176447521
500 0.008 0.01280933971 0.007200181
1000 0.008 0.01565860128 0.0076937265
2000 0.008 0.03530076078 0.008105386382
4000 0.008 0.01337923379 0.008682878237
6000 0.008 0.009509498357 0.008179203538
8000 0.008 0.01114536188 0.007884858951
